evaluation_date,agent_name,team_manager,campaign,channel,call_reason,coaching_status,tenure_bucket,shift,qa_evaluator,qa_score,aht_seconds,csat_score,nps_score,compliance_score,resolution_rate,target_met,critical_error_flag
2025-09-14,Agent_087,Team A,Tech Support,Voice,Refund Request,Not Coached,0-3 months,Morning,Evaluator 4,73.0,690.0,4.06,48,84.9,79.5,Not Met,Yes
2025-11-21,Agent_049,Team E,Retail Support,Voice,Cancellation,Coached,0-3 months,Mid,Evaluator 1,65.8,700.0,4.15,26,85.6,63.9,Not Met,Yes
2025-01-04,Agent_009,Team B,Sales,Voice,Upsell Inquiry,Not Coached,7-12 months,Night,Evaluator 3,85.9,567.0,4.28,49,89.2,79.5,Met,No
2025-01-16,Agent_099,Team D,Billing,Voice,Refund Request,Coached,0-3 months,Morning,Evaluator 4,79.6,703.0,3.93,22,90.0,70.5,Not Met,No
2025-10-07,Agent_020,Team B,Tech Support,Voice,Cancellation,Not Coached,12+ months,Night,Evaluator 1,78.7,844.0,3.71,37,90.0,74.2,Not Met,No
2025-12-02,Agent_113,Team F,Banking Support,Voice,Policy Question,Coached,0-3 months,Night,Evaluator 4,62.7,892.0,3.49,29,85.3,68.8,Not Met,Yes
2025-09-04,Agent_061,Team B,Tech Support,Voice,Cancellation,Not Coached,7-12 months,Mid,Evaluator 2,80.5,830.0,4.07,33,93.4,74.0,Not Met,No
2025-09-15,Agent_106,Team C,Tech Support,Chat,Upsell Inquiry,Coached,4-6 months,Morning,Evaluator 2,86.6,556.0,4.02,40,88.0,80.0,Met,No
2025-06-09,Agent_035,Team F,Banking Support,Voice,Order Status,Not Coached,7-12 months,Morning,Evaluator 1,92.5,605.0,4.11,32,89.6,82.1,Met,No
2025-12-06,Agent_050,Team F,Claims,Voice,Account Access,Coached,0-3 months,Mid,Evaluator 2,69.5,606.0,3.81,23,88.5,81.9,Not Met,Yes
2025-06-01,Agent_082,Team B,Claims,Voice,Refund Request,Not Coached,4-6 months,Morning,Evaluator 4,67.3,814.0,3.47,37,82.2,70.9,Not Met,Yes
2025-06-27,Agent_062,Team E,Retail Support,Voice,Order Status,Coached,4-6 months,Morning,Evaluator 1,82.1,605.0,3.82,23,94.3,72.4,Not Met,No
2025-06-12,Agent_017,Team C,Retail Support,Email,Refund Request,Not Coached,12+ months,Night,Evaluator 4,83.2,633.0,3.84,34,89.0,71.0,Not Met,No
2025-02-02,Agent_088,Team C,Claims,Voice,Account Access,Coached,0-3 months,Morning,Evaluator 4,64.3,758.0,3.78,36,78.5,71.6,Not Met,Yes
2025-06-28,Agent_003,Team A,Billing,Voice,Complaint,Coached,12+ months,Mid,Evaluator 4,84.5,739.0,3.83,39,98.7,79.9,Not Met,No
2025-04-11,Agent_032,Team A,Sales,Chat,Cancellation,Coached,12+ months,Morning,Evaluator 2,93.1,527.0,4.21,46,92.1,75.9,Met,No
2025-09-25,Agent_099,Team E,Tech Support,Voice,Policy Question,Coached,4-6 months,Mid,Evaluator 2,72.8,787.0,3.98,34,89.9,75.1,Not Met,Yes
2025-11-19,Agent_102,Team C,Sales,Email,Complaint,Coached,12+ months,Night,Evaluator 4,87.4,417.0,3.81,39,91.3,81.2,Met,No
2025-03-06,Agent_013,Team C,Tech Support,Voice,Complaint,Not Coached,0-3 months,Morning,Evaluator 3,55.0,699.0,3.27,21,77.8,65.2,Not Met,Yes
2025-06-17,Agent_120,Team E,Claims,Voice,Escalation,Not Coached,12+ months,Morning,Evaluator 4,68.7,750.0,4.04,30,88.5,69.4,Not Met,Yes
2025-11-26,Agent_111,Team E,Retail Support,Voice,Billing Issue,Coached,7-12 months,Mid,Evaluator 4,82.6,669.0,3.56,11,89.4,70.8,Not Met,No
2025-02-12,Agent_089,Team B,Billing,Voice,Upsell Inquiry,Not Coached,4-6 months,Mid,Evaluator 1,,604.0,3.87,35,92.4,71.8,Met,No
2025-02-13,Agent_073,Team D,Retail Support,Chat,Order Status,Coached,4-6 months,Mid,Evaluator 4,99.3,404.0,4.37,53,92.7,83.4,Met,No
2025-10-12,Agent_068,Team A,Sales,Chat,Order Status,Coached,0-3 months,Morning,Evaluator 2,85.4,384.0,4.23,34,85.5,83.8,Met,No
2025-01-12,Agent_014,Team E,Retail Support,Voice,Order Status,Not Coached,12+ months,Morning,Evaluator 1,85.6,692.0,3.81,25,91.6,80.9,Met,No
2025-04-05,Agent_101,Team D,Claims,Voice,Order Status,Not Coached,0-3 months,Night,Evaluator 3,67.8,736.0,3.82,35,85.1,68.3,Not Met,Yes
2025-10-29,Agent_098,Team F,Billing,Chat,Upsell Inquiry,Not Coached,7-12 months,Night,Evaluator 1,93.8,489.0,4.64,59,95.5,80.5,Met,No
2025-09-10,Agent_011,Team A,Sales,Email,Complaint,Coached,4-6 months,Mid,Evaluator 3,85.8,487.0,4.57,39,90.7,77.2,Met,No
2025-08-30,Agent_105,Team A,Billing,Voice,Upsell Inquiry,Not Coached,12+ months,Night,Evaluator 1,92.7,578.0,3.94,42,92.0,79.4,Met,No
2025-02-04,Agent_056,Team B,Tech Support,Voice,Order Status,Coached,4-6 months,Mid,Evaluator 1,83.0,681.0,4.17,34,86.6,68.7,Not Met,No
2025-08-03,Agent_067,Team B,Retail Support,Voice,Billing Issue,Coached,7-12 months,Mid,Evaluator 3,92.0,687.0,4.08,30,90.3,71.5,Met,No
2025-12-03,Agent_092,Team B,Billing,Email,Technical Troubleshooting,Coached,7-12 months,Morning,Evaluator 2,85.5,530.0,4.12,31,89.2,82.7,Met,No
2025-03-31,Agent_029,Team F,Banking Support,Voice,Account Access,Not Coached,7-12 months,Mid,Evaluator 2,89.1,686.0,3.69,23,93.9,68.8,Met,No
2025-09-21,Agent_009,Team B,Retail Support,Voice,Order Status,Not Coached,0-3 months,Mid,Evaluator 2,75.5,566.0,4.05,40,81.7,77.0,Not Met,Yes
2025-04-03,Agent_067,Team B,Tech Support,Chat,Policy Question,Not Coached,0-3 months,Morning,Evaluator 1,77.7,514.0,3.93,33,88.5,73.0,Not Met,No
2025-03-31,Agent_025,Team E,Billing,Voice,Technical Troubleshooting,Coached,4-6 months,Mid,Evaluator 4,,825.0,3.6,27,89.8,61.9,Not Met,Yes
2025-04-25,Agent_098,Team C,Sales,Voice,Upsell Inquiry,Coached,12+ months,Night,Evaluator 1,94.4,631.0,3.8,19,95.7,66.7,Met,No
2025-04-15,Agent_076,Team E,Tech Support,Voice,Policy Question,Coached,0-3 months,Mid,Evaluator 4,67.6,730.0,3.95,35,84.3,75.8,Not Met,Yes
2025-07-15,Agent_042,Team A,Banking Support,Voice,Policy Question,Coached,7-12 months,Mid,Evaluator 4,87.1,621.0,3.91,39,90.2,70.7,Met,No
2025-11-10,Agent_009,Team C,Billing,Voice,Refund Request,Coached,4-6 months,Night,Evaluator 2,65.8,584.0,3.79,16,87.2,75.3,Not Met,Yes
2025-04-24,Agent_079,Team A,Claims,Voice,Policy Question,Not Coached,12+ months,Morning,Evaluator 4,84.8,836.0,4.01,47,94.5,75.0,Not Met,No
2025-03-16,Agent_040,Team A,Retail Support,Voice,Order Status,Coached,12+ months,Mid,Evaluator 1,93.0,641.0,4.05,40,94.9,73.5,Met,No
2025-08-05,Agent_025,Team F,Sales,Voice,Refund Request,Coached,7-12 months,Night,Evaluator 1,80.6,607.0,4.0,40,92.7,75.2,Not Met,No
2025-10-04,Agent_005,Team A,Claims,Chat,Escalation,Coached,4-6 months,Mid,Evaluator 2,81.5,600.0,4.29,52,96.1,79.2,Not Met,No
2025-09-06,Agent_011,Team D,Billing,Chat,Complaint,Coached,4-6 months,Morning,Evaluator 3,79.7,455.0,4.47,54,92.8,81.2,Not Met,No
2025-06-13,Agent_059,Team C,Billing,Voice,Policy Question,Coached,0-3 months,Morning,Evaluator 1,68.2,724.0,3.3,17,86.4,68.7,Not Met,Yes
2025-12-23,Agent_098,Team C,Tech Support,Voice,Billing Issue,Not Coached,4-6 months,Night,Evaluator 4,66.8,870.0,3.59,28,79.0,69.2,Not Met,Yes
2025-07-11,Agent_088,Team F,Billing,Voice,Account Access,Not Coached,7-12 months,Mid,Evaluator 1,70.8,622.0,3.64,13,86.7,75.8,Not Met,Yes
2025-08-15,Agent_079,Team A,Sales,Voice,Policy Question,Not Coached,7-12 months,Night,Evaluator 1,85.2,756.0,3.81,35,90.5,70.6,Met,No
2025-06-26,Agent_038,Team D,Claims,Voice,Escalation,Coached,12+ months,Mid,Evaluator 1,80.4,774.0,3.92,47,86.3,80.1,Not Met,No
2025-04-09,Agent_072,Team F,Sales,Chat,Cancellation,Coached,4-6 months,Mid,Evaluator 3,89.3,597.0,3.92,27,85.8,76.9,Met,No
2025-02-05,Agent_005,Team D,Banking Support,Voice,Upsell Inquiry,Coached,7-12 months,Night,Evaluator 4,90.9,672.0,3.78,38,92.0,69.3,Met,No
2025-04-06,Agent_048,Team F,Banking Support,Voice,Upsell Inquiry,Not Coached,7-12 months,Mid,Evaluator 2,85.8,672.0,3.67,42,89.5,77.2,Met,No
2025-06-01,Agent_090,Team A,Retail Support,Voice,Escalation,Not Coached,7-12 months,Morning,Evaluator 1,82.0,821.0,3.99,40,93.6,70.5,Not Met,No
2025-05-31,Agent_018,Team C,Retail Support,Chat,Cancellation,Coached,4-6 months,Mid,Evaluator 4,79.1,598.0,4.28,45,87.2,74.0,Not Met,No
2025-07-09,Agent_070,Team B,Banking Support,Voice,Upsell Inquiry,Coached,7-12 months,Night,Evaluator 4,,676.0,3.53,13,93.2,76.3,Met,No
2025-08-12,Agent_037,Team E,Billing,Chat,Upsell Inquiry,Coached,7-12 months,Morning,Evaluator 2,91.7,373.0,4.1,28,87.2,78.0,Met,No
2025-02-06,Agent_060,Team F,Sales,Voice,Upsell Inquiry,Not Coached,7-12 months,Morning,Evaluator 1,87.4,492.0,4.24,51,89.8,86.3,Met,No
2025-09-25,Agent_048,Team B,Banking Support,Email,Escalation,Not Coached,12+ months,Morning,Evaluator 3,92.6,575.0,4.04,44,93.2,72.5,Met,No
2025-07-02,Agent_077,Team D,Retail Support,Email,Complaint,Not Coached,4-6 months,Night,Evaluator 4,93.4,586.0,3.75,35,94.3,76.5,Met,No
2025-01-13,Agent_028,Team B,Banking Support,Voice,Account Access,Coached,0-3 months,Morning,Evaluator 2,76.5,687.0,3.78,28,86.7,74.2,Not Met,No
2025-10-06,Agent_069,Team D,Billing,Voice,Escalation,Coached,7-12 months,Mid,Evaluator 3,82.5,702.0,4.04,38,93.1,76.2,Not Met,No
2025-08-05,Agent_077,Team C,Banking Support,Voice,Cancellation,Coached,7-12 months,Morning,Evaluator 4,82.3,644.0,3.86,43,93.0,74.9,Not Met,No
2025-12-21,Agent_081,Team F,Sales,Voice,Policy Question,Coached,0-3 months,Morning,Evaluator 1,75.7,582.0,3.96,33,82.6,73.1,Not Met,Yes
2025-12-27,Agent_114,Team D,Claims,Chat,Complaint,Coached,12+ months,Mid,Evaluator 4,95.9,612.0,4.08,43,100.0,75.7,Met,No
2025-10-13,Agent_040,Team C,Billing,Chat,Complaint,Not Coached,12+ months,Morning,Evaluator 3,83.4,513.0,3.92,37,93.0,75.3,Not Met,No
2025-09-30,Agent_045,Team A,Retail Support,Chat,Policy Question,Not Coached,12+ months,Mid,Evaluator 3,90.2,462.0,4.39,40,86.8,86.5,Met,No
2025-03-03,Agent_096,Team B,Sales,Chat,Billing Issue,Coached,0-3 months,Night,Evaluator 1,80.2,457.0,4.01,32,89.6,76.0,Not Met,No
2025-03-25,Agent_062,Team B,Banking Support,Voice,Refund Request,Not Coached,12+ months,Night,Evaluator 1,80.4,800.0,3.6,38,89.6,82.1,Not Met,No
2025-08-05,Agent_093,Team B,Banking Support,Voice,Account Access,Coached,7-12 months,Morning,Evaluator 2,84.7,718.0,4.43,46,90.9,78.0,Not Met,No
2025-12-08,Agent_115,Team F,Claims,Chat,Account Access,Coached,7-12 months,Night,Evaluator 1,79.8,566.0,4.05,30,92.1,67.6,Not Met,No
2025-07-06,Agent_058,Team D,Retail Support,Voice,Billing Issue,Coached,7-12 months,Mid,Evaluator 2,87.1,680.0,3.42,22,96.3,80.0,Met,No
2025-01-19,Agent_067,Team D,Retail Support,Chat,Refund Request,Coached,12+ months,Night,Evaluator 3,98.4,560.0,4.41,36,92.1,79.9,Met,No
2025-06-26,Agent_056,Team A,Tech Support,Voice,Account Access,Coached,7-12 months,Mid,Evaluator 3,82.5,734.0,4.25,49,91.2,70.3,Not Met,No
2025-04-10,Agent_040,Team F,Retail Support,Voice,Cancellation,Coached,4-6 months,Mid,Evaluator 4,74.5,692.0,4.0,31,90.8,79.2,Not Met,Yes
2025-08-21,Agent_098,Team E,Claims,Email,Technical Troubleshooting,Coached,7-12 months,Night,Evaluator 4,86.6,671.0,4.01,29,90.3,72.8,Met,No
2025-03-17,Agent_040,Team A,Tech Support,Voice,Technical Troubleshooting,Not Coached,7-12 months,Night,Evaluator 2,75.0,848.0,4.28,46,87.5,70.3,Not Met,No
2025-09-22,Agent_091,Team E,Tech Support,Email,Account Access,Coached,0-3 months,Mid,Evaluator 1,80.3,475.0,3.78,15,90.2,77.1,Not Met,No
2025-10-11,Agent_077,Team D,Banking Support,Email,Order Status,Coached,12+ months,Morning,Evaluator 1,92.1,544.0,4.18,39,91.7,85.0,Met,No
2025-07-25,Agent_109,Team A,Banking Support,Chat,Account Access,Coached,7-12 months,Morning,Evaluator 4,99.5,417.0,4.72,52,97.2,83.3,Met,No
2025-08-11,Agent_033,Team C,Retail Support,Chat,Policy Question,Not Coached,7-12 months,Morning,Evaluator 3,90.2,599.0,4.4,37,89.5,76.0,Met,No
2025-02-21,Agent_006,Team C,Tech Support,Voice,Policy Question,Coached,0-3 months,Morning,Evaluator 2,70.0,793.0,,19,87.2,66.3,Not Met,Yes
2025-12-05,Agent_088,Team B,Banking Support,Email,Refund Request,Not Coached,7-12 months,Morning,Evaluator 3,89.3,467.0,4.57,41,88.4,84.5,Met,No
2025-05-24,Agent_019,Team F,Claims,Voice,Upsell Inquiry,Coached,0-3 months,Night,Evaluator 3,64.6,686.0,4.04,36,81.0,72.8,Not Met,Yes
2025-03-10,Agent_080,Team F,Banking Support,Voice,Complaint,Coached,0-3 months,Morning,Evaluator 1,77.8,711.0,4.17,28,87.7,70.9,Not Met,No
2025-04-09,Agent_040,Team D,Billing,Chat,Cancellation,Not Coached,7-12 months,Mid,Evaluator 2,80.7,614.0,4.17,40,90.7,75.7,Not Met,No
2025-01-25,Agent_092,Team C,Billing,Voice,Billing Issue,Coached,4-6 months,Morning,Evaluator 3,78.0,728.0,3.88,24,84.5,76.4,Not Met,Yes
2025-02-22,Agent_097,Team C,Banking Support,Voice,Account Access,Coached,7-12 months,Morning,Evaluator 4,86.4,705.0,4.36,34,93.2,73.3,Met,No
2025-05-31,Agent_059,Team D,Tech Support,Voice,Upsell Inquiry,Coached,0-3 months,Morning,Evaluator 4,76.5,756.0,3.72,31,87.9,75.6,Not Met,No
2025-05-24,Agent_059,Team D,Tech Support,Voice,Upsell Inquiry,Not Coached,4-6 months,Morning,Evaluator 1,80.8,709.0,4.29,36,85.5,71.6,Not Met,No
2025-02-26,Agent_048,Team A,Sales,Email,Cancellation,Coached,0-3 months,Night,Evaluator 4,86.9,562.0,4.51,57,91.9,79.2,Met,No
2025-02-08,Agent_041,Team D,Billing,Voice,Billing Issue,Coached,12+ months,Night,Evaluator 4,94.8,752.0,4.25,38,95.7,76.6,Met,No
2025-04-19,Agent_013,Team E,Claims,Email,Policy Question,Not Coached,7-12 months,Morning,Evaluator 3,85.1,509.0,3.97,40,84.1,73.5,Met,Yes
2025-06-30,Agent_107,Team C,Tech Support,Chat,Escalation,Coached,7-12 months,Mid,Evaluator 4,73.3,695.0,3.94,24,93.2,74.2,Not Met,Yes
2025-02-11,Agent_045,Team A,Retail Support,Chat,Cancellation,Not Coached,4-6 months,Mid,Evaluator 4,85.1,595.0,3.74,26,97.9,67.8,Met,No
2025-07-05,Agent_089,Team E,Billing,Voice,Upsell Inquiry,Not Coached,0-3 months,Night,Evaluator 3,68.7,626.0,3.68,12,79.3,68.4,Not Met,Yes
2025-08-11,Agent_053,Team B,Claims,Chat,Technical Troubleshooting,Coached,12+ months,Night,Evaluator 1,80.7,651.0,4.16,34,92.0,71.4,Not Met,No
2025-05-02,Agent_042,Team B,Claims,Voice,Account Access,Coached,4-6 months,Mid,Evaluator 1,70.2,777.0,3.53,23,91.0,80.5,Not Met,Yes
2025-05-13,Agent_100,Team B,Tech Support,Chat,Refund Request,Coached,4-6 months,Mid,Evaluator 2,81.5,619.0,3.93,34,97.5,69.8,Not Met,No
2025-06-12,Agent_063,Team C,Claims,Voice,Technical Troubleshooting,Not Coached,7-12 months,Night,Evaluator 4,68.7,844.0,4.1,37,84.9,80.7,Not Met,Yes
2025-08-03,Agent_027,Team E,Tech Support,Email,Upsell Inquiry,Not Coached,0-3 months,Morning,Evaluator 3,55.0,592.0,3.78,32,79.1,74.2,Not Met,Yes
2025-08-09,Agent_038,Team D,Banking Support,Email,Complaint,Not Coached,12+ months,Morning,Evaluator 2,80.5,674.0,4.2,48,88.9,74.6,Not Met,No
2025-08-23,Agent_060,Team B,Billing,Voice,Order Status,Not Coached,7-12 months,Night,Evaluator 1,77.9,621.0,4.1,30,94.4,79.8,Not Met,No
2025-11-27,Agent_007,Team F,Sales,Voice,Billing Issue,Not Coached,4-6 months,Mid,Evaluator 1,80.0,608.0,3.86,32,85.5,72.4,Not Met,No
2025-05-26,Agent_005,Team F,Banking Support,Chat,Policy Question,Coached,0-3 months,Mid,Evaluator 3,82.9,549.0,3.96,26,84.8,69.7,Not Met,Yes
2025-08-27,Agent_107,Team F,Billing,Voice,Account Access,Coached,0-3 months,Mid,Evaluator 2,76.4,670.0,3.91,35,88.2,73.0,Not Met,No
2025-03-17,Agent_045,Team B,Tech Support,Email,Refund Request,Not Coached,12+ months,Morning,Evaluator 2,83.4,601.0,3.57,42,91.6,80.7,Not Met,No
2025-01-09,Agent_058,Team C,Billing,Voice,Escalation,Coached,7-12 months,Mid,Evaluator 3,81.4,708.0,4.08,23,93.3,79.4,Not Met,No
2025-03-15,Agent_115,Team F,Tech Support,Voice,Policy Question,Coached,4-6 months,Mid,Evaluator 3,72.9,695.0,3.87,36,89.1,75.9,Not Met,Yes
2025-09-10,Agent_031,Team E,Banking Support,Email,Account Access,Not Coached,0-3 months,Morning,Evaluator 2,79.6,576.0,4.05,41,84.3,70.4,Not Met,Yes
2025-08-18,Agent_023,Team A,Retail Support,Chat,Escalation,Coached,7-12 months,Mid,Evaluator 1,87.8,594.0,4.2,33,93.2,84.5,Met,No
2025-01-07,Agent_042,Team A,Retail Support,Chat,Refund Request,Not Coached,7-12 months,Night,Evaluator 4,87.5,507.0,4.11,43,87.2,84.6,Met,No
2025-06-23,Agent_010,Team C,Billing,Voice,Upsell Inquiry,Not Coached,4-6 months,Morning,Evaluator 1,78.7,664.0,3.86,26,85.4,73.9,Not Met,No
2025-05-21,Agent_032,Team F,Retail Support,Chat,Order Status,Coached,4-6 months,Mid,Evaluator 3,87.1,576.0,4.06,35,89.8,81.4,Met,No
2025-06-17,Agent_107,Team D,Tech Support,Voice,Technical Troubleshooting,Not Coached,4-6 months,Morning,Evaluator 2,73.4,817.0,4.09,32,86.8,79.8,Not Met,Yes
2025-06-19,Agent_053,Team C,Claims,Chat,Technical Troubleshooting,Coached,7-12 months,Mid,Evaluator 2,75.8,682.0,3.91,28,83.7,72.7,Not Met,Yes
2025-10-10,Agent_030,Team A,Tech Support,Chat,Upsell Inquiry,Coached,12+ months,Morning,Evaluator 4,92.1,479.0,4.31,53,89.9,78.8,Met,No
2025-05-02,Agent_039,Team D,Claims,Voice,Policy Question,Coached,0-3 months,Mid,Evaluator 2,76.5,728.0,3.59,26,88.2,69.8,Not Met,No
2025-07-13,Agent_031,Team E,Banking Support,Voice,Upsell Inquiry,Coached,7-12 months,Night,Evaluator 4,83.5,689.0,3.85,23,92.3,68.8,Not Met,No
2025-01-05,Agent_082,Team C,Sales,Voice,Upsell Inquiry,Coached,4-6 months,Morning,Evaluator 1,85.4,514.0,4.34,40,94.0,79.4,Met,No
2025-01-29,Agent_100,Team E,Claims,Chat,Account Access,Coached,4-6 months,Night,Evaluator 1,78.6,540.0,4.06,16,85.9,69.5,Not Met,No
2025-06-14,Agent_002,Team F,Retail Support,Voice,Account Access,Coached,4-6 months,Night,Evaluator 2,76.7,694.0,3.66,21,87.0,79.0,Not Met,No
2025-12-05,Agent_078,Team B,Tech Support,Chat,Refund Request,Coached,12+ months,Morning,Evaluator 2,89.3,652.0,3.81,41,91.0,75.0,Met,No
2025-05-16,Agent_077,Team D,Banking Support,Voice,Order Status,Not Coached,7-12 months,Morning,Evaluator 3,76.0,601.0,3.86,32,87.5,82.8,Not Met,No
2025-12-31,Agent_093,Team B,Retail Support,Chat,Account Access,Not Coached,7-12 months,Night,Evaluator 3,87.6,511.0,4.31,38,93.0,68.8,Met,No
2025-11-17,Agent_012,Team E,Banking Support,Chat,Refund Request,Coached,4-6 months,Night,Evaluator 2,79.9,591.0,4.11,35,94.8,73.3,Not Met,No
2025-12-08,Agent_039,Team D,Sales,Voice,Complaint,Coached,0-3 months,Morning,Evaluator 2,69.0,661.0,3.17,26,86.5,68.5,Not Met,Yes
2025-05-25,Agent_066,Team D,Tech Support,Voice,Upsell Inquiry,Coached,0-3 months,Morning,Evaluator 1,75.1,775.0,3.8,41,83.9,76.5,Not Met,Yes
2025-11-23,Agent_096,Team E,Billing,Voice,Upsell Inquiry,Coached,7-12 months,Morning,Evaluator 2,78.3,608.0,3.97,27,92.2,82.7,Not Met,No
2025-08-05,Agent_013,Team C,Tech Support,Chat,Policy Question,Not Coached,0-3 months,Night,Evaluator 3,68.3,628.0,3.6,21,84.4,62.5,Not Met,Yes
2025-10-28,Agent_046,Team F,Sales,Chat,Complaint,Not Coached,7-12 months,Morning,Evaluator 1,84.4,431.0,4.06,35,90.9,83.9,Not Met,No
2025-05-12,Agent_027,Team D,Tech Support,Voice,Policy Question,Coached,4-6 months,Mid,Evaluator 4,80.3,677.0,4.25,48,95.7,79.4,Not Met,No
2025-10-19,Agent_113,Team B,Billing,Chat,Escalation,Coached,4-6 months,Night,Evaluator 3,76.8,618.0,4.09,37,85.4,77.3,Not Met,No
2025-03-11,Agent_105,Team E,Claims,Voice,Refund Request,Coached,7-12 months,Morning,Evaluator 3,68.3,751.0,3.68,41,83.4,75.1,Not Met,Yes
2025-09-09,Agent_017,Team E,Banking Support,Voice,Refund Request,Not Coached,4-6 months,Mid,Evaluator 1,79.7,695.0,3.72,24,85.0,73.7,Not Met,No
2025-10-02,Agent_104,Team B,Billing,Email,Upsell Inquiry,Coached,0-3 months,Morning,Evaluator 4,91.3,381.0,4.14,54,88.3,83.0,Met,No
2025-12-30,Agent_095,Team F,Retail Support,Voice,Cancellation,Not Coached,4-6 months,Night,Evaluator 3,71.7,760.0,3.84,23,86.5,67.2,Not Met,Yes
2025-07-01,Agent_098,Team F,Sales,Voice,Escalation,Not Coached,7-12 months,Morning,Evaluator 2,81.2,587.0,3.67,17,98.3,81.8,Not Met,No
2025-06-16,Agent_060,Team B,Claims,Voice,Refund Request,Coached,7-12 months,Mid,Evaluator 3,80.6,805.0,3.7,27,90.5,74.2,Not Met,No
2025-04-01,Agent_064,Team F,Retail Support,Voice,Account Access,Not Coached,4-6 months,Mid,Evaluator 1,78.8,675.0,4.09,44,85.9,74.1,Not Met,No
2025-07-21,Agent_088,Team A,Retail Support,Voice,Upsell Inquiry,Not Coached,7-12 months,Morning,Evaluator 1,90.0,545.0,4.09,35,92.2,81.4,Met,No
2025-12-12,Agent_109,Team B,Sales,Voice,Policy Question,Not Coached,0-3 months,Morning,Evaluator 1,72.6,632.0,3.7,24,89.9,68.0,Not Met,Yes
2025-01-19,Agent_035,Team B,Claims,Chat,Complaint,Coached,4-6 months,Morning,Evaluator 3,74.2,751.0,3.69,36,87.3,66.9,Not Met,Yes
2025-02-08,Agent_112,Team F,Retail Support,Voice,Policy Question,Coached,0-3 months,Morning,Evaluator 4,76.0,740.0,3.97,38,86.9,70.6,Not Met,No
2025-05-06,Agent_070,Team D,Retail Support,Voice,Technical Troubleshooting,Not Coached,12+ months,Night,Evaluator 2,83.7,724.0,3.8,25,95.4,81.7,Not Met,No
2025-06-22,Agent_083,Team B,Claims,Voice,Cancellation,Not Coached,4-6 months,Night,Evaluator 1,74.9,814.0,3.86,24,91.7,66.1,Not Met,Yes
2025-05-21,Agent_030,Team C,Tech Support,Voice,Refund Request,Not Coached,4-6 months,Mid,Evaluator 4,71.4,702.0,3.64,31,86.2,72.7,Not Met,Yes
2025-08-30,Agent_071,Team D,Retail Support,Chat,Order Status,Not Coached,4-6 months,Mid,Evaluator 2,96.5,400.0,3.93,24,97.6,77.5,Met,No
2025-08-08,Agent_074,Team A,Banking Support,Email,Billing Issue,Not Coached,0-3 months,Mid,Evaluator 1,91.2,496.0,4.12,49,95.2,73.5,Met,No
2025-05-06,Agent_105,Team F,Claims,Voice,Cancellation,Not Coached,7-12 months,Night,Evaluator 2,72.4,805.0,3.75,33,84.2,74.1,Not Met,Yes
2025-02-27,Agent_096,Team E,Retail Support,Email,Upsell Inquiry,Coached,0-3 months,Mid,Evaluator 2,70.0,470.0,4.14,17,79.0,78.8,Not Met,Yes
2025-05-28,Agent_098,Team D,Sales,Voice,Refund Request,Coached,0-3 months,Morning,Evaluator 4,85.2,685.0,4.1,37,91.7,69.9,Met,No
2025-11-13,Agent_063,Team F,Billing,Voice,Complaint,Not Coached,7-12 months,Morning,Evaluator 2,82.0,747.0,3.75,12,94.2,78.9,Not Met,No
2025-12-27,Agent_028,Team C,Banking Support,Voice,Refund Request,Not Coached,4-6 months,Mid,Evaluator 1,72.5,631.0,3.93,21,85.7,75.3,Not Met,Yes
2025-01-01,Agent_060,Team F,Billing,Voice,Billing Issue,Not Coached,7-12 months,Mid,Evaluator 4,77.3,682.0,3.81,26,87.7,73.9,Not Met,No
2025-12-14,Agent_079,Team D,Billing,Voice,Complaint,Coached,7-12 months,Mid,Evaluator 3,79.9,773.0,4.04,25,89.7,75.8,Not Met,No
2025-07-09,Agent_094,Team D,Retail Support,Chat,,Not Coached,4-6 months,Morning,Evaluator 3,79.8,539.0,4.09,56,85.0,85.4,Not Met,No
2025-07-10,Agent_037,Team B,Banking Support,Voice,Complaint,Not Coached,7-12 months,Mid,Evaluator 4,72.9,745.0,3.72,35,94.5,76.9,Not Met,Yes
2025-11-08,Agent_093,Team F,Banking Support,Email,Cancellation,Coached,0-3 months,Morning,Evaluator 3,73.8,563.0,3.83,42,86.4,72.3,Not Met,Yes
2025-04-27,Agent_022,Team C,Tech Support,Voice,Policy Question,Coached,7-12 months,Morning,Evaluator 2,74.1,782.0,3.85,27,90.0,72.5,Not Met,Yes
2025-05-14,Agent_068,Team B,Billing,Voice,Refund Request,Coached,4-6 months,Morning,Evaluator 1,70.1,597.0,4.28,40,83.8,77.0,Not Met,Yes
2025-02-27,Agent_020,Team A,Banking Support,Chat,Upsell Inquiry,Coached,4-6 months,Morning,Evaluator 2,89.9,559.0,4.31,56,95.6,80.9,Met,No
2025-02-13,Agent_096,Team D,Tech Support,Voice,Escalation,Coached,7-12 months,Mid,Evaluator 4,82.5,804.0,3.66,31,93.9,74.7,Not Met,No
2025-06-22,Agent_100,Team D,Claims,Voice,Upsell Inquiry,Coached,12+ months,Morning,Evaluator 1,86.4,724.0,3.79,36,88.5,84.0,Met,No
2025-06-09,Agent_114,Team E,Tech Support,Chat,Refund Request,Coached,12+ months,Mid,Evaluator 4,77.6,493.0,3.92,24,90.0,78.5,Not Met,No
